class_id,course_prefix,course_number,course_code,call_number,class_title
pa6382.501.17s,pa,6382,PA 6382,23850,Nonprofit Management 
pa6386.501.17s,pa,6386,PA 6386,27112,Diversity Management 
pa6399.501.17s,pa,6399,PA 6399,23743,Capstone in Public Affairs 
pa7314.501.17s,pa,7314,PA 7314,23834,"Advanced Policy Process, Implementation and Evaluation "
pa7350.001.17s,pa,7350,PA 7350,23835,Advanced Organizational Theory and Behavior 
pa7360.001.17s,pa,7360,PA 7360,27113,Advanced Fiscal and Budgetary Policy 
pa7377.501.17s,pa,7377,PA 7377,27114,Education Policy 
phil1301.002.17s,phil,1301,PHIL 1301,27887,Introduction to Philosophy 
phil2317.001.17s,phil,2317,PHIL 2317,27235,History of Philosophy II 
phil4305.001.17s,phil,4305,PHIL 4305,27240,Philosophical Concepts 
phin1100.001.17s,phin,1100,PHIN 1100,24035,Sports Conditioning 
phin1102.001.17s,phin,1102,PHIN 1102,24058,Racquetball 
phin1103.001.17s,phin,1103,PHIN 1103,24135,Beginning Tennis 
phin1106.001.17s,phin,1106,PHIN 1106,24059,Aerobics 
phin1120.001.17s,phin,1120,PHIN 1120,24060,Beginning Yoga 
phin1121.501.17s,phin,1121,PHIN 1121,24062,Martial Arts and Self-Defense 
phin1122.001.17s,phin,1122,PHIN 1122,24063,Physical Fitness and Conditioning 
phin1129.001.17s,phin,1129,PHIN 1129,24036,Beginning Swimming 
phin1130.001.17s,phin,1130,PHIN 1130,27693,Intermediate Swimming 
phin2102.001.17s,phin,2102,PHIN 2102,27694,Racquetball II 
phin2125.001.17s,phin,2125,PHIN 2125,24041,Intermediate Yoga 
phys1301.001.17s,phys,1301,PHYS 1301,25923,College Physics I 
phys1302.001.17s,phys,1302,PHYS 1302,25648,College Physics II 
phys2125.607.17s,phys,2125,PHYS 2125,26682,Physics Laboratory I 
phys2126.113.17s,phys,2126,PHYS 2126,26339,Physics Laboratory II 
phys2303.001.17s,phys,2303,PHYS 2303,25652,Contemporary Physics 
phys2325.003.17s,phys,2325,PHYS 2325,26369,Mechanics 
phys2326.001.17s,phys,2326,PHYS 2326,25655,Electromagnetism and Waves 
phys2421.hn1.17s,phys,2421,PHYS 2421,26344,Honors Physics I - Mechanics and Heat 
phys3312.001.17s,phys,3312,PHYS 3312,26146,Classical Mechanics 
phys3327.001.17s,phys,3327,PHYS 3327,26551,Electronics with Laboratory 
phys3411.001.17s,phys,3411,PHYS 3411,25929,Theoretical Physics 
phys4302.001.17s,phys,4302,PHYS 4302,26160,Quantum Mechanics II 
phys4311.001.17s,phys,4311,PHYS 4311,25657,Thermodynamics and Statistical Mechanics 
phys4328.001.17s,phys,4328,PHYS 4328,25658,Optics 
phys4371.001.17s,phys,4371,PHYS 4371,26563,Solid State Physics 
phys4373.101.17s,phys,4373,PHYS 4373,25659,Physical Measurements Laboratory 
phys4392.001.17s,phys,4392,PHYS 4392,26849,Extragalactic Astrophysics 
phys4v10.086.17s,phys,4v10,PHYS 4v10,26855,Special Topics in Physics 
phys5302.501.17s,phys,5302,PHYS 5302,25663,Mathematical Methods of Physics II 
phys5305.001.17s,phys,5305,PHYS 5305,27115,Monte Carlo Simulation Method and its Application 
phys5313.001.17s,phys,5313,PHYS 5313,25664,Statistical Physics 
phys5320.001.17s,phys,5320,PHYS 5320,25930,Electromagnetism I 
phys5332.501.17s,phys,5332,PHYS 5332,27271,Conceptual Physics II: Particles and Systems 
phys5371.001.17s,phys,5371,PHYS 5371,27155,Solid State Physics 
phys5376.501.17s,phys,5376,PHYS 5376,27347,Introduction to Materials Science 
phys5381.001.17s,phys,5381,PHYS 5381,27116,Space Science 
phys5v48.001.17s,phys,5v48,PHYS 5v48,26848,Topics in Physics 
phys6301.001.17s,phys,6301,PHYS 6301,25665,Quantum Mechanics II 
phys8v80.086.17s,phys,8v80,PHYS 8v80,27152,Research in Atmospheric and Space Physics 
phys8v99.171.17s,phys,8v99,PHYS 8v99,26183,Dissertation 
ppol4301.001.17s,ppol,4301,PPOL 4301,27374,"Law, Science, and Policy "
pppe6319.501.17s,pppe,6319,PPPE 6319,27068,Political Economy of MNCs 
pppe6321.501.17s,pppe,6321,PPPE 6321,23838,Economics for Public Policy 
pppe6342.001.17s,pppe,6342,PPPE 6342,23839,Research Design II 
pppe6347.001.17s,pppe,6347,PPPE 6347,23925,Proseminar in Political Institutions and American Politics 
pppe6356.001.17s,pppe,6356,PPPE 6356,27588,Health and Illness 
pppe6365.0w1.17s,pppe,6365,PPPE 6365,27960,The Innovation Economy 
pppe6366.501.17s,pppe,6366,PPPE 6366,27006,Law and Development 
pppe6368.501.17s,pppe,6368,PPPE 6368,27003,Political Economy of Finance 
pppe6372.501.17s,pppe,6372,PPPE 6372,27067,"Faith, Ideology, and Development "
pppe6374.001.17s,pppe,6374,PPPE 6374,27375,U.S. Global Security and Public Opinion 
pppe7319.001.17s,pppe,7319,PPPE 7319,27060,Economics of Education 
pppe8398.001.17s,pppe,8398,PPPE 8398,23841,Dissertation Seminar 
psci3301.001.17s,psci,3301,PSCI 3301,27699,Political Theory 
psci3303.hn1.17s,psci,3303,PSCI 3303,26906,Civil Liberties 
psci3310.001.17s,psci,3310,PSCI 3310,23826,Public Management 
psci3326.001.17s,psci,3326,PSCI 3326,23785,Politics and Business 
psci3333.001.17s,psci,3333,PSCI 3333,23479,Political Behavior 
psci3362.001.17s,psci,3362,PSCI 3362,23536,The American Political Institutions 
psci4301.001.17s,psci,4301,PSCI 4301,27069,"Law, Science, and Policy "
psci4314.001.17s,psci,4314,PSCI 4314,27071,Political Economy of East Asia 
psci4330.hn1.17s,psci,4330,PSCI 4330,26907,The Bible and Politics 
psci4356.001.17s,psci,4356,PSCI 4356,23941,International Political Economy 
psci4360.001.17s,psci,4360,PSCI 4360,27064,The Political Economy of Multinational Corporations 
psci4364.001.17s,psci,4364,PSCI 4364,23789,Civil Rights Law and Society 
psci4370.hn1.17s,psci,4370,PSCI 4370,23640,Policy Making Process 
psci4372.hn1.17s,psci,4372,PSCI 4372,23641,Advocacy and Politics 
psci4373.hn1.17s,psci,4373,PSCI 4373,23642,Politics of National Memory 
psci4378.001.17s,psci,4378,PSCI 4378,27063,"Migration, Refugee and Asylum Policy and Law "
psci4396.hn1.17s,psci,4396,PSCI 4396,23451,Selected Topics in Government and Politics 
psci4v66.501.17s,psci,4v66,PSCI 4v66,23758,Mock Trial 
psci4v67.hn1.17s,psci,4v67,PSCI 4v67,23741,Moot Court 
psci6300.501.17s,psci,6300,PSCI 6300,23537,Proseminar in Comparative Politics and International Relations 
psci6301.001.17s,psci,6301,PSCI 6301,27070,Constitutional Law 
psci6331.001.17s,psci,6331,PSCI 6331,27008,"Executives, Legislatures and Public Policy "
psci6347.001.17s,psci,6347,PSCI 6347,23964,Proseminar in Political Institutions and American Politics 
psci6365.501.17s,psci,6365,PSCI 6365,27820,U.S. and International Asylum and Refugee Law 
psci6374.001.17s,psci,6374,PSCI 6374,27065,U.S. Global Security and Public Opinion 
psci7318.001.17s,psci,7318,PSCI 7318,27066,Conflict Management 
psy2301.002.17s,psy,2301,PSY 2301,21279,Introduction to Psychology 
psy2314.001.17s,psy,2314,PSY 2314,21179,Lifespan Development 
psy2317.001.17s,psy,2317,PSY 2317,21167,Statistics for Psychology 
psy3100.501.17s,psy,3100,PSY 3100,21411,Careers in Psychology 
psy3310.002.17s,psy,3310,PSY 3310,27660,Child Development 
psy3331.001.17s,psy,3331,PSY 3331,21366,Social Psychology 
psy3332.001.17s,psy,3332,PSY 3332,21420,Social and Personality Development 
psy3338.001.17s,psy,3338,PSY 3338,21171,Adolescence 
psy3339.0h1.17s,psy,3339,PSY 3339,21172,Educational Psychology 
psy3342.501.17s,psy,3342,PSY 3342,21173,Exceptional Children 
psy3351.001.17s,psy,3351,PSY 3351,21402,Mass Communication and Behavior 
psy3355.001.17s,psy,3355,PSY 3355,21184,Psychology of Creativity 
psy3360.001.17s,psy,3360,PSY 3360,21174,Historical Perspectives on Psychology: Mind and Machines since 1600 
psy3361.501.17s,psy,3361,PSY 3361,21175,Cognitive Psychology 
psy3362.002.17s,psy,3362,PSY 3362,21483,Cognitive Development 
psy3392.001.17s,psy,3392,PSY 3392,21176,Research Design and Analysis 
psy3393.001.17s,psy,3393,PSY 3393,21271,Experimental Projects in Psychology 
psy4323.001.17s,psy,4323,PSY 4323,21495,Cultural Diversity and Psychology 
psy4324.501.17s,psy,4324,PSY 4324,21319,The Psychology of Prejudice 
psy4325.001.17s,psy,4325,PSY 4325,21451,Death and Dying 
psy4328.001.17s,psy,4328,PSY 4328,27313,Health Psychology 
psy4331.001.17s,psy,4331,PSY 4331,27311,Personality 
psy4332.001.17s,psy,4332,PSY 4332,21392,Psychology in the Workplace 
psy4343.501.17s,psy,4343,PSY 4343,21180,Abnormal Psychology 
psy4344.001.17s,psy,4344,PSY 4344,21408,Child Psychopathology 
psy4346.001.17s,psy,4346,PSY 4346,21485,Human Sexuality 
psy4359.001.17s,psy,4359,PSY 4359,21462,Cognitive Neuroscience 
psy4372.001.17s,psy,4372,PSY 4372,21335,Forensic Psychology 
psy4373.501.17s,psy,4373,PSY 4373,21181,Psychological Assessment 
psy4375.001.17s,psy,4375,PSY 4375,21490,Honors Seminar 
psy4377.001.17s,psy,4377,PSY 4377,21182,Conflict Resolution 
psy4393.001.17s,psy,4393,PSY 4393,21306,Language in Culture and Society 
psy4394.001.17s,psy,4394,PSY 4394,21183,Internship in Psychology 
psy4395.001.17s,psy,4395,PSY 4395,21186,Co-op Fieldwork 
psy4v90.hn1.17s,psy,4v90,PSY 4v90,27595,Special Topics in Psychology 
psyc6313.001.17s,psyc,6313,PSYC 6313,21241,Research Methods in Behavioral and Brain Sciences - Part II 
psyc6320.001.17s,psyc,6320,PSYC 6320,21261,The Developing Child: Toddler and Preschool Years 
psyc6331.001.17s,psyc,6331,PSYC 6331,21480,Cognitive Development 
psyc6332.001.17s,psyc,6332,PSYC 6332,27259,Perception 
psyc6333.001.17s,psyc,6333,PSYC 6333,21333,Memory 
psyc6338.001.17s,psyc,6338,PSYC 6338,21221,Functional Neuroanatomy 
psyc6395.001.17s,psyc,6395,PSYC 6395,27018,Cognitive Psychology 
real3305.001.17s,real,3305,REAL 3305,24587,Real Estate Principles 
real3365.001.17s,real,3365,REAL 3365,24588,Real Estate Finance and Principles 
real4321.501.17s,real,4321,REAL 4321,24963,Real Estate Law and Contracts 
real6321.001.17s,real,6321,REAL 6321,24589,Introduction to Real Estate 
real6322.501.17s,real,6322,REAL 6322,24591,Real Estate Finance and Investment 
real6323.501.17s,real,6323,REAL 6323,24590,Real Estate Market Analysis and Investment 
rhet1302.023.17s,rhet,1302,RHET 1302,20189,Rhetoric 
rhet4302.001.17s,rhet,4302,RHET 4302,26996,Advanced Writing and Research 
rmis3370.001.17s,rmis,3370,RMIS 3370,25250,Principles of Risk Management and Insurance 
rmis4332.501.17s,rmis,4332,RMIS 4332,25193,Commercial Property Risk Management and Insurance 
rmis4333.501.17s,rmis,4333,RMIS 4333,27425,Business Risk Management 
rmis4334.501.17s,rmis,4334,RMIS 4334,27427,Insurance Law and Contracts 
sci5332.501.17s,sci,5332,SCI 5332,25919,Conceptual Physics II: Particles and Systems 
sci5338.501.17s,sci,5338,SCI 5338,27835,Conceptual Chemistry: The Atom and the Bridge from Physics to Biology 
se3162.052.17s,se,3162,SE 3162,27852,Professional Responsibility in Computer Science and Software Engineering 
se3306.001.17s,se,3306,SE 3306,22231,Mathematical Foundations of Software Engineering 
se3340.502.17s,se,3340,SE 3340,22499,Computer Architecture 
se3341.002.17s,se,3341,SE 3341,22918,Probability and Statistics in Computer Science and Software Engineering 
se3345.005.17s,se,3345,SE 3345,27399,Data Structures and Introduction to Algorithmic Analysis 
se3354.003.17s,se,3354,SE 3354,23077,Software Engineering 
se3376.0w1.17s,se,3376,SE 3376,22828,C/C++ Programming in a UNIX Environment 
se4347.001.17s,se,4347,SE 4347,22300,Database Systems 
se4348.002.17s,se,4348,SE 4348,22510,Operating Systems Concepts 
se4351.001.17s,se,4351,SE 4351,23079,Requirements Engineering 
se4352.001.17s,se,4352,SE 4352,22228,Software Architecture and Design 
se4367.001.17s,se,4367,SE 4367,22233,"Software Testing, Verification, Validation and Quality Assurance "
se4381.001.17s,se,4381,SE 4381,22229,Software Project Planning and Management 
se4485.001.17s,se,4485,SE 4485,22230,Software Engineering Project 
se4v95.501.17s,se,4v95,SE 4v95,23244,Undergraduate Topics in Software Engineering 
se6301.004.17s,se,6301,SE 6301,22603,Special Topics in Software Engineering 
se6329.001.17s,se,6329,SE 6329,27706,Object-Oriented Software Engineering 
se6359.501.17s,se,6359,SE 6359,27787,Object-Oriented Analysis and Design 
se6360.003.17s,se,6360,SE 6360,22780,Database Design 
se6361.001.17s,se,6361,SE 6361,22038,Advanced Requirements Engineering 
se6367.001.17s,se,6367,SE 6367,23227,"Software Testing, Validation and Verification "
se6387.001.17s,se,6387,SE 6387,27715,Advanced Software Engineering Project 
se6388.501.17s,se,6388,SE 6388,22039,Software Project Planning and Management 
se7301.002.17s,se,7301,SE 7301,27586,Recent Advances in Computing 
smed5302.501.17s,smed,5302,SMED 5302,26047,Teaching and Learning of Science and Mathematics 
smed5304.501.17s,smed,5304,SMED 5304,26261,Research Methods in Science and Mathematics 
smed6v98.501.17s,smed,6v98,SMED 6v98,26077,Thesis Research 
soc1301.pac.17s,soc,1301,SOC 1301,23848,Introduction to Sociology 
soc2300.001.17s,soc,2300,SOC 2300,23962,Introduction to Gender Studies 
soc2303.001.17s,soc,2303,SOC 2303,27094,"Culture, Media and Society "
soc2305.0w1.17s,soc,2305,SOC 2305,23991,Individual and Society 
soc2320.0w1.17s,soc,2320,SOC 2320,23990,Contemporary Social Issues 
soc3305.001.17s,soc,3305,SOC 3305,23948,Applied Data Analysis 
soc3315.pac.17s,soc,3315,SOC 3315,26933,Socio-Behavioral Sciences for Medicine 
soc3325.0w1.17s,soc,3325,SOC 3325,27095,Race and Ethnicity 
soc3333.001.17s,soc,3333,SOC 3333,27685,Religion in Society 
soc3352.0w1.17s,soc,3352,SOC 3352,23836,"Sex, Gender and Society "
soc3379.001.17s,soc,3379,SOC 3379,27372,Diversity in the Public Sector 
soc3381.001.17s,soc,3381,SOC 3381,27686,Field Research Methods 
soc4306.001.17s,soc,4306,SOC 4306,27098,Advanced Sociological Research 
soc4357.001.17s,soc,4357,SOC 4357,27097,"Drugs, Alcohol and Society "
soc4384.001.17s,soc,4384,SOC 4384,23837,Social Epidemiology 
soc4385.hn1.17s,soc,4385,SOC 4385,23957,Health and Illness in Global and Cross-national Perspective 
soc6315.501.17s,soc,6315,SOC 6315,27059,Evaluating Program and Organizational Performance 
soc6356.001.17s,soc,6356,SOC 6356,27579,Health and Illness 
soc6381.501.17s,soc,6381,SOC 6381,23851,Nonprofit Management 
soc6386.501.17s,soc,6386,SOC 6386,27373,Diversity Management 
span1311.002.17s,span,1311,SPAN 1311,20457,Beginning Spanish I 
span1312.001.17s,span,1312,SPAN 1312,20043,Beginning Spanish II 
span2311.001.17s,span,2311,SPAN 2311,20328,Intermediate Spanish I 
span2312.001.17s,span,2312,SPAN 2312,20337,Intermediate Spanish II 
span2341.001.17s,span,2341,SPAN 2341,20546,Medical Spanish 
span3365.001.17s,span,3365,SPAN 3365,27664,Advanced Spanish I 
span4364.001.17s,span,4364,SPAN 4364,20456,Advanced Spanish Culture 
spau3301.001.17s,spau,3301,SPAU 3301,21222,Communication Disorders 
spau3303.001.17s,spau,3303,SPAU 3303,21223,Normal Language Development 
spau3304.001.17s,spau,3304,SPAU 3304,21224,Communication Sciences 
spau3305.001.17s,spau,3305,SPAU 3305,21404,Language and Literacy Development 
spau3340.001.17s,spau,3340,SPAU 3340,21225,Articulation Disorders 
spau3341.001.17s,spau,3341,SPAU 3341,21226,Audiology 
spau3342.501.17s,spau,3342,SPAU 3342,21265,Exceptional Children 
spau3343.001.17s,spau,3343,SPAU 3343,21235,Phonetics 
spau3344.001.17s,spau,3344,SPAU 3344,21227,Anatomy and Physiology of Speech and Hearing 
spau3345.001.17s,spau,3345,SPAU 3345,21228,Neural Basis of Communication 
spau3388.001.17s,spau,3388,SPAU 3388,21229,Clinical Observation in Speech-Language Pathology 
spau3390.002.17s,spau,3390,SPAU 3390,21277,Clinical Practicum in Speech-Language Pathology 
spau4308.001.17s,spau,4308,SPAU 4308,21263,Language Disorders in Children 
spau4342.001.17s,spau,4342,SPAU 4342,21231,Assessment Procedures in Speech-Language Pathology 
spau4367.001.17s,spau,4367,SPAU 4367,21326,Development and Design of Therapeutic Resources 
spau4375.001.17s,spau,4375,SPAU 4375,21493,Honors Seminar 
spau4393.001.17s,spau,4393,SPAU 4393,21331,Language in Culture and Society 
spau4396.001.17s,spau,4396,SPAU 4396,21232,Internship 
stat1342.001.17s,stat,1342,STAT 1342,26011,Statistical Decision Making 
stat2332.001.17s,stat,2332,STAT 2332,26483,Introductory Statistics for Life Sciences 
stat3341.002.17s,stat,3341,STAT 3341,26337,Probability and Statistics in Computer Science and Software Engineering 
stat3355.001.17s,stat,3355,STAT 3355,26465,Data Analysis for Statisticians and Actuaries 
stat3360.004.17s,stat,3360,STAT 3360,26816,Probability and Statistics for Management and Economics 
stat4352.501.17s,stat,4352,STAT 4352,25888,Mathematical Statistics 
stat4382.001.17s,stat,4382,STAT 4382,25938,Stochastic Processes 
stat5352.501.17s,stat,5352,STAT 5352,26793,Probability and Statistics II 
stat6313.001.17s,stat,6313,STAT 6313,26438,Statistical Methods for Data Science 
stat6326.001.17s,stat,6326,STAT 6326,26796,Sampling Theory 
stat6338.001.17s,stat,6338,STAT 6338,26795,Advanced Statistical Methods II 
stat6339.001.17s,stat,6339,STAT 6339,26485,Linear Statistical Models 
stat6390.501.17s,stat,6390,STAT 6390,27562,Topics in Statistics - Level 6 
stat7338.501.17s,stat,7338,STAT 7338,26798,Time Series Modeling and Filtering 
syse6322.001.17s,syse,6322,SYSE 6322,26852,Digital Control of Automotive Powertrain Systems 
syse6324.001.17s,syse,6324,SYSE 6324,22999,Nonlinear Systems 
sysm6301.501.17s,sysm,6301,SYSM 6301,23024,"Systems Engineering, Architecture and Design "
sysm6302.001.17s,sysm,6302,SYSM 6302,23184,Dynamics of Complex Networks and Systems 
sysm6303.003.17s,sysm,6303,SYSM 6303,24935,Quantitative Introduction to Risk and Uncertainty in Business 
sysm6306.001.17s,sysm,6306,SYSM 6306,22669,Engineering Systems: Modeling and Simulation 
sysm6307.001.17s,sysm,6307,SYSM 6307,22527,Linear Systems 
sysm6309.001.17s,sysm,6309,SYSM 6309,22374,Advanced Requirements Engineering 
sysm6310.001.17s,sysm,6310,SYSM 6310,23228,"Software Testing, Validation and Verification "
sysm6311.001.17s,sysm,6311,SYSM 6311,24436,Systems Project Management in Engineering and Operations 
sysm6312.503.17s,sysm,6312,SYSM 6312,25251,Systems Financial Management 
sysm6313.001.17s,sysm,6313,SYSM 6313,24440,Systems Negotiation and Dispute Resolution 
sysm6318.502.17s,sysm,6318,SYSM 6318,26931,Marketing Management 
sysm6319.001.17s,sysm,6319,SYSM 6319,24739,Business Economics 
sysm6321.001.17s,sysm,6321,SYSM 6321,27401,Financial Engineering 
sysm6325.501.17s,sysm,6325,SYSM 6325,23002,Requirements Development and Integration for Complex Systems 
sysm6332.501.17s,sysm,6332,SYSM 6332,24740,Technology and New Product Development 
sysm6333.501.17s,sysm,6333,SYSM 6333,24741,Systems Organizational Behavior 
sysm6334.001.17s,sysm,6334,SYSM 6334,25197,Systems Operations Management 
sysm6335.001.17s,sysm,6335,SYSM 6335,27368,Organizing for Business Analytics: A Systems Approach 
sysm6337.001.17s,sysm,6337,SYSM 6337,26963,Accounting for Managers 
te1202.002.17s,te,1202,TE 1202,27355,Introduction to Electrical Engineering II 
te1337.001.17s,te,1337,TE 1337,22576,Computer Science I 
te2305.506.17s,te,2305,TE 2305,27389,Discrete Mathematics for Computing I 
te2336.501.17s,te,2336,TE 2336,22635,Computer Science II 
te3101.101.17s,te,3101,TE 3101,22444,Electrical Network Analysis Laboratory 
te3102.106.17s,te,3102,TE 3102,27083,Signals and Systems Laboratory 
te3150.101.17s,te,3150,TE 3150,22588,Communications Systems Laboratory 
te3301.001.17s,te,3301,TE 3301,22468,Electrical Network Analysis 
te3302.001.17s,te,3302,TE 3302,22474,Signals and Systems 
te3340.503.17s,te,3340,TE 3340,27395,Computer Architecture 
te3345.002.17s,te,3345,TE 3345,22535,Data Structures and Introduction to Algorithmic Analysis 
te3350.501.17s,te,3350,TE 3350,22592,Communications Systems 
te4141.108.17s,te,4141,TE 4141,23345,Digital Systems Laboratory 
te4341.001.17s,te,4341,TE 4341,22587,Digital Logic and Computer Design 
te4348.001.17s,te,4348,TE 4348,23221,Operating Systems Concepts 
te4360.001.17s,te,4360,TE 4360,22594,Digital Communications 
te4367.501.17s,te,4367,TE 4367,22698,Telecommunication Networks 
te4388.502.17s,te,4388,TE 4388,22480,Senior Design Project I 
te4389.501.17s,te,4389,TE 4389,22486,Senior Design Project II 
te4390.002.17s,te,4390,TE 4390,22514,Computer Networks 
te6378.001.17s,te,6378,TE 6378,22532,Advanced Operating Systems 
te6385.001.17s,te,6385,TE 6385,22539,Algorithmic Aspects of Telecommunication Networks 
univ1010.051.17s,univ,1010,UNIV 1010,26750,Freshman Seminar 
univ2014.pa1.17s,univ,2014,UNIV 2014,26747,Portfolio Seminar for UT PACT Students 
univ2020.051.17s,univ,2020,UNIV 2020,26751,Core Curriculum Assessment 
univ2v96.001.17s,univ,2v96,UNIV 2v96,26749,Special Topics I 
univ4074.001.17s,univ,4074,UNIV 4074,26752,Student Leadership 
