class_id,course_prefix,course_number,course_code,call_number,class_title
ee3311.001.17s,ee,3311,EE 3311,22138,Electronic Circuits 
ee3320.001.17s,ee,3320,EE 3320,22142,Digital Circuits 
ee3350.501.17s,ee,3350,EE 3350,22149,Communications Systems 
ee4301.001.17s,ee,4301,EE 4301,22151,Electromagnetic Engineering I 
ee4304.001.17s,ee,4304,EE 4304,22718,Computer Architecture 
ee4310.001.17s,ee,4310,EE 4310,22152,Systems and Controls 
ee4325.001.17s,ee,4325,EE 4325,22154,Introduction to VLSI Design 
ee4330.001.17s,ee,4330,EE 4330,22155,Integrated Circuit Technology 
ee4340.001.17s,ee,4340,EE 4340,27123,Analog Integrated Circuit Analysis and Design 
ee4360.001.17s,ee,4360,EE 4360,22156,Digital Communications 
ee4367.501.17s,ee,4367,EE 4367,22697,Telecommunication Networks 
ee4368.002.17s,ee,4368,EE 4368,22157,RF Circuit Design Principles 
ee4370.301.17s,ee,4370,EE 4370,22868,Embedded Microprocessor Systems 
ee4371.501.17s,ee,4371,EE 4371,27698,Introduction to MEMS 
ee4388.501.17s,ee,4388,EE 4388,22479,Senior Design Project I 
ee4389.501.17s,ee,4389,EE 4389,22484,Senior Design Project II 
eecs6302.001.17s,eecs,6302,EECS 6302,23185,Dynamics of Complex Networks and Systems 
eecs6331.001.17s,eecs,6331,EECS 6331,22870,Linear Systems 
eecs6336.001.17s,eecs,6336,EECS 6336,22996,Nonlinear Systems 
eect6325.001.17s,eect,6325,EECT 6325,22703,VLSI Design 
eect6326.001.17s,eect,6326,EECT 6326,22160,Analog Integrated Circuit Design 
eect6379.501.17s,eect,6379,EECT 6379,27128,"Energy Harvesting, Storage and Powering for Microsystems "
eect7v88.501.17s,eect,7v88,EECT 7v88,27602,Special Topics in Circuits and Systems 
eedg6301.001.17s,eedg,6301,EEDG 6301,22648,Advanced Digital Logic 
eedg6302.303.17s,eedg,6302,EEDG 6302,27124,Microprocessor Systems 
eedg6303.501.17s,eedg,6303,EEDG 6303,22716,Testing and Testable Design 
eedg6304.001.17s,eedg,6304,EEDG 6304,23355,Computer Architecture 
eedg6308.001.17s,eedg,6308,EEDG 6308,22538,Real-Time Systems 
eedg7v81.001.17s,eedg,7v81,EEDG 7v81,22706,Special Topics in Digital Systems 
eemf6321.501.17s,eemf,6321,EEMF 6321,22159,Active Semiconductor Devices 
eemf6324.001.17s,eemf,6324,EEMF 6324,26891,"Electronic, Optical and Magnetic Materials "
eemf6327.001.17s,eemf,6327,EEMF 6327,22916,Semiconductor Device Characterization 
eemf6382.501.17s,eemf,6382,EEMF 6382,22169,Introduction to MEMS 
eeop6311.001.17s,eeop,6311,EEOP 6311,27577,Photonic Devices and Integration 
eeop7340.001.17s,eeop,7340,EEOP 7340,27603,Optical Network Architectures and Protocols 
eepe6356.001.17s,eepe,6356,EEPE 6356,22704,Adjustable Speed Motor Drives 
eepe6357.001.17s,eepe,6357,EEPE 6357,23251,"Control, Modeling and Simulation in Power Electronics "
eerf6311.001.17s,eerf,6311,EERF 6311,22919,RF and Microwave Circuits 
eerf6330.001.17s,eerf,6330,EERF 6330,22771,RF Integrated Circuit Design 
eerf6351.501.17s,eerf,6351,EERF 6351,27808,Computational Electromagnetics 
eerf6355.001.17s,eerf,6355,EERF 6355,22166,RF and Microwave Amplifier Design 
eerf6394.001.17s,eerf,6394,EERF 6394,27616,Antenna Engineering and Wave Propagation 
eerf6395.001.17s,eerf,6395,EERF 6395,22167,RF and Microwave Systems Engineering 
eerf6396.001.17s,eerf,6396,EERF 6396,22168,Microwave Design and Measurement 
eesc6349.001.17s,eesc,6349,EESC 6349,22162,Random Processes 
eesc6352.001.17s,eesc,6352,EESC 6352,22163,Digital Communication Systems 
eesc6353.001.17s,eesc,6353,EESC 6353,27126,Broadband Digital Communication 
eesc6360.501.17s,eesc,6360,EESC 6360,22164,Digital Signal Processing I 
eesc6361.501.17s,eesc,6361,EESC 6361,22165,Digital Signal Processing II 
eesc6395.501.17s,eesc,6395,EESC 6395,27129,Wireless Sensor Systems and Networks 
emac2321.003.17s,emac,2321,EMAC 2321,27239,Writing and Research for Emerging Media 
emac2322.002.17s,emac,2322,EMAC 2322,27264,Theories of Emerging Media and Communication 
emac2330.001.17s,emac,2330,EMAC 2330,27263,Historical Perspectives on Emerging Media 
emac3300.001.17s,emac,3300,EMAC 3300,27275,Reading Media Critically 
emac3326.001.17s,emac,3326,EMAC 3326,27282,Emerging Media Production 
emac3335.001.17s,emac,3335,EMAC 3335,27192,Media Psychology 
emac4314.001.17s,emac,4314,EMAC 4314,27252,Persuasion and Digital Media 
emac4325.001.17s,emac,4325,EMAC 4325,20815,Digital Writing 
emac4326.002.17s,emac,4326,EMAC 4326,27255,Advanced Emerging Media Production 
emac4372.001.17s,emac,4372,EMAC 4372,27249,Topics in Emerging Media and Communications 
emac6337.001.17s,emac,6337,EMAC 6337,27309,Emerging Media and Media Psychology 
emac6342.501.17s,emac,6342,EMAC 6342,20844,Digital Culture 
emac6374.501.17s,emac,6374,EMAC 6374,20845,Digital Textuality 
emac6381.501.17s,emac,6381,EMAC 6381,20725,Special Topics in Emerging Media and Communication 
emac6383.501.17s,emac,6383,EMAC 6383,27310,Emerging Media Studio II 
engr2300.002.17s,engr,2300,ENGR 2300,22431,Linear Algebra for Engineers 
engr3300.005.17s,engr,3300,ENGR 3300,27087,Advanced Engineering Mathematics 
engr3341.001.17s,engr,3341,ENGR 3341,22146,Probability Theory and Statistics 
engy3300.001.17s,engy,3300,ENGY 3300,25051,Introduction to Energy Technology 
engy3340.001.17s,engy,3340,ENGY 3340,27608,Energy Law and Contracts 
engy4313.001.17s,engy,4313,ENGY 4313,25052,Energy Finance 
engy6336.001.17s,engy,6336,ENGY 6336,27451,Energy Accounting and Taxation 
entp3301.003.17s,entp,3301,ENTP 3301,27410,Innovation and Entrepreneurship 
entp3320.001.17s,entp,3320,ENTP 3320,25194,Start-up Launch I 
entp3360.002.17s,entp,3360,ENTP 3360,26970,Entrepreneurial Finance 
entp4311.001.17s,entp,4311,ENTP 4311,25091,Entrepreneurial Strategy and Business Models 
entp4320.501.17s,entp,4320,ENTP 4320,25092,Small Business Management 
entp4340.501.17s,entp,4340,ENTP 4340,25093,Social Entrepreneurship 
entp6311.502.17s,entp,6311,ENTP 6311,25054,Valuation Models and Practices 
entp6315.001.17s,entp,6315,ENTP 6315,24360,Entrepreneurial Finance 
entp6316.001.17s,entp,6316,ENTP 6316,25249,Private Equity Finance 
entp6360.001.17s,entp,6360,ENTP 6360,24783,Startup Launch I 
entp6370.501.17s,entp,6370,ENTP 6370,24358,Innovation and Entrepreneurship 
entp6375.501.17s,entp,6375,ENTP 6375,24359,Technology and New Product Development 
entp6378.0w1.17s,entp,6378,ENTP 6378,27418,Managing the Emerging Enterprise 
entp6382.501.17s,entp,6382,ENTP 6382,27032,Professional Selling I 
entp6390.501.17s,entp,6390,ENTP 6390,26892,Business Model Innovation 
entp6392.501.17s,entp,6392,ENTP 6392,25094,Entrepreneurship in the Social Sector 
entp6v97.016.17s,entp,6v97,ENTP 6v97,25095,Innovation and Entrepreneurship Internship 
entp6v99.001.17s,entp,6v99,ENTP 6v99,25097,Special Topics in Entrepreneurship 
envr2302.001.17s,envr,2302,ENVR 2302,23786,The Global Environment 
epps2301.002.17s,epps,2301,EPPS 2301,26879,Research Design in the Social and Policy Sciences 
epps2302.501.17s,epps,2302,EPPS 2302,23843,Methods of Quantitative Analysis in the Social and Policy Sciences 
epps6313.501.17s,epps,6313,EPPS 6313,23846,Introduction to Quantitative Methods 
epps6316.501.17s,epps,6316,EPPS 6316,23476,Applied Regression 
epps7304.501.17s,epps,7304,EPPS 7304,26877,Cost-Benefit Analysis 
epps7316.001.17s,epps,7316,EPPS 7316,23477,Regression and Multivariate Analysis 
epps7371.001.17s,epps,7371,EPPS 7371,26846,Time Series Analysis II 
epps7v81.001.17s,epps,7v81,EPPS 7v81,27118,Special Topics in Social Science Research Methodology 
film2332.hn1.17s,film,2332,FILM 2332,20009,Understanding Film 
film3321.001.17s,film,3321,FILM 3321,20387,Film in Historical Context 
film3325.001.17s,film,3325,FILM 3325,27039,Film Authorship 
fin3100.001.17s,fin,3100,FIN 3100,25099,Professional Development 
fin3300.001.17s,fin,3300,FIN 3300,24485,Personal Finance 
fin3305.003.17s,fin,3305,FIN 3305,27652,Real Estate Principles 
fin3320.006.17s,fin,3320,FIN 3320,25056,Business Finance 
fin3330.001.17s,fin,3330,FIN 3330,25060,Personal Financial Planning 
fin3340.001.17s,fin,3340,FIN 3340,24493,Regulation of Business and Financial Markets 
fin3350.001.17s,fin,3350,FIN 3350,25061,Macroeconomics and Financial Markets 
fin3360.002.17s,fin,3360,FIN 3360,26839,Entrepreneurial Finance 
fin3365.001.17s,fin,3365,FIN 3365,25062,Real Estate Finance and Principles 
fin3370.001.17s,fin,3370,FIN 3370,24496,Principles of Risk Management and Insurance 
fin3380.001.17s,fin,3380,FIN 3380,24497,International Financial Management 
fin3390.003.17s,fin,3390,FIN 3390,25196,Introduction to Financial Modeling 
fin4300.002.17s,fin,4300,FIN 4300,25063,Investment Management 
fin4310.001.17s,fin,4310,FIN 4310,25064,Intermediate Business Finance 
fin4313.001.17s,fin,4313,FIN 4313,25055,Energy Finance 
fin4321.501.17s,fin,4321,FIN 4321,24962,Real Estate Law and Contracts 
fin4330.001.17s,fin,4330,FIN 4330,26770,Estate Planning 
fin4332.501.17s,fin,4332,FIN 4332,26974,Commercial Property Risk Management and Insurance 
fin4333.501.17s,fin,4333,FIN 4333,27424,Business Risk Management 
fin4334.501.17s,fin,4334,FIN 4334,27426,Insurance Law and Contracts 
fin4337.001.17s,fin,4337,FIN 4337,25226,Business Valuation 
fin4340.501.17s,fin,4340,FIN 4340,24503,Options and Futures Markets 
fin4345.501.17s,fin,4345,FIN 4345,27422,Financial Information and Analysis 
fin4380.001.17s,fin,4380,FIN 4380,24764,Domestic Fund Management 
fin4390.001.17s,fin,4390,FIN 4390,27921,Seminar Series in Finance 
fin4v90.501.17s,fin,4v90,FIN 4v90,26840,Individual Study in Finance 
fin6301.503.17s,fin,6301,FIN 6301,25066,Financial Management 
fin6306.003.17s,fin,6306,FIN 6306,26772,Quantitative Methods in Finance 
fin6308.0w1.17s,fin,6308,FIN 6308,24505,Regulation of Business and Financial Markets 
fin6310.501.17s,fin,6310,FIN 6310,25257,Investment Management 
fin6311.001.17s,fin,6311,FIN 6311,25067,Valuation Models and Practices 
fin6314.001.17s,fin,6314,FIN 6314,24765,Fixed Income Securities 
fin6315.001.17s,fin,6315,FIN 6315,24456,Entrepreneurial Finance 
fin6316.001.17s,fin,6316,FIN 6316,25069,Private Equity Finance 
fin6321.001.17s,fin,6321,FIN 6321,24766,Introduction to Real Estate 
fin6322.501.17s,fin,6322,FIN 6322,24509,Real Estate Finance and Investment 
fin6323.501.17s,fin,6323,FIN 6323,24767,Real Estate Market Analysis and Investment 
fin6325.001.17s,fin,6325,FIN 6325,24874,Macroeconomics and Financial Markets 
fin6335.501.17s,fin,6335,FIN 6335,24876,Energy Finance 
fin6336.001.17s,fin,6336,FIN 6336,27450,Energy Accounting and Taxation 
fin6341.501.17s,fin,6341,FIN 6341,27411,Energy Risk Management 
fin6342.001.17s,fin,6342,FIN 6342,26773,Insurance and Risk Management 
fin6350.001.17s,fin,6350,FIN 6350,25070,Advanced Financial Management 
fin6352.001.17s,fin,6352,FIN 6352,25331,Financial Modeling 
fin6356.501.17s,fin,6356,FIN 6356,27272,Mergers and Acquisitions 
fin6360.001.17s,fin,6360,FIN 6360,24511,Options and Futures Markets 
fin6366.001.17s,fin,6366,FIN 6366,24512,International Financial Management 
fin6368.001.17s,fin,6368,FIN 6368,27582,Financial Information and Analysis 
fin6380.501.17s,fin,6380,FIN 6380,24513,Global Fund Management 
fin6381.001.17s,fin,6381,FIN 6381,24769,Introductory Mathematical Finance 
fin6382.001.17s,fin,6382,FIN 6382,26777,Numerical and Statistical Methods in Finance 
fin6383.001.17s,fin,6383,FIN 6383,24878,Financial Risk Management 
fin6385.501.17s,fin,6385,FIN 6385,26778,Enterprise Risk Management 
fin6v99.001.17s,fin,6v99,FIN 6v99,27786,Special Topics in Finance 
fin7335.001.17s,fin,7335,FIN 7335,26779,Topics in Empirical Asset Pricing 
fren1312.001.17s,fren,1312,FREN 1312,20010,Beginning French II 
fren2312.001.17s,fren,2312,FREN 2312,26981,Intermediate French II 
geog2302.001.17s,geog,2302,GEOG 2302,23742,The Global Environment 
geog2303.001.17s,geog,2303,GEOG 2303,23530,People and Place: An Introduction to World Geographic Regions 
geog3331.001.17s,geog,3331,GEOG 3331,23529,Urban Growth and Structure 
geog3370.001.17s,geog,3370,GEOG 3370,23622,The Global Economy 
geog3372.001.17s,geog,3372,GEOG 3372,27076,Population and Development 
geos1103.101.17s,geos,1103,GEOS 1103,25682,Physical Geology Laboratory 
geos1104.101.17s,geos,1104,GEOS 1104,25684,History of Earth and Life Laboratory 
geos1303.0w1.17s,geos,1303,GEOS 1303,25931,Physical Geology 
geos1304.001.17s,geos,1304,GEOS 1304,25686,History of Earth and Life 
geos2302.001.17s,geos,2302,GEOS 2302,26082,The Global Environment 
geos2306.001.17s,geos,2306,GEOS 2306,26391,Essentials of Field Geologic Methods 
geos2310.001.17s,geos,2310,GEOS 2310,26393,Environmental Geology 
geos2332.hn1.17s,geos,2332,GEOS 2332,27077,Age of Dinosaurs 
geos2409.001.17s,geos,2409,GEOS 2409,25687,Rocks and Minerals 
geos3434.001.17s,geos,3434,GEOS 3434,25691,Paleobiology 
geos3470.001.17s,geos,3470,GEOS 3470,26384,Structural Geology 
geos4322.001.17s,geos,4322,GEOS 4322,26251,The Earth System 
geos4325.001.17s,geos,4325,GEOS 4325,26247,Introduction to Remote Sensing 
geos4390.001.17s,geos,4390,GEOS 4390,25688,Communication in the Geosciences 
geos4v08.001.17s,geos,4v08,GEOS 4v08,26548,Special Topics in Geology or Geophysics II 
geos5306.001.17s,geos,5306,GEOS 5306,26404,Data Analysis for Geoscientists 
geos5322.001.17s,geos,5322,GEOS 5322,26161,GPS 
geos5324.501.17s,geos,5324,GEOS 5324,26273,3D Data Capture and Ground Lidar 
geos5326.001.17s,geos,5326,GEOS 5326,26343,Advanced Remote Sensing 
geos5335.001.17s,geos,5335,GEOS 5335,27671,Introductory Seismology 
geos5375.501.17s,geos,5375,GEOS 5375,26135,Tectonics 
geos5387.001.17s,geos,5387,GEOS 5387,26403,Applied Geophysics 
geos5v08.034.17s,geos,5v08,GEOS 5v08,26383,Special Topics in Geosciences 
geos6381.501.17s,geos,6381,GEOS 6381,26248,Geographic Information Systems Fundamentals 
geos6383.001.17s,geos,6383,GEOS 6383,26582,Applied Geographic Information Systems 
geos6384.001.17s,geos,6384,GEOS 6384,26246,Advanced Geographic Information Systems 
geos6385.001.17s,geos,6385,GEOS 6385,26405,"GIS Theories, Models and Issues "
geos6392.001.17s,geos,6392,GEOS 6392,26549,Reflection Seismology 
geos7110.001.17s,geos,7110,GEOS 7110,25689,Workshop in Environmental Geosciences 
geos7190.001.17s,geos,7190,GEOS 7190,25690,Workshop in Seismology 
geos7v00.001.17s,geos,7v00,GEOS 7v00,26159,Research and Literature Seminar 
geos8399.017.17s,geos,8399,GEOS 8399,25703,Dissertation 
geos8v90.023.17s,geos,8v90,GEOS 8v90,26543,Research in Seismology 
germ1312.501.17s,germ,1312,GERM 1312,20059,Beginning German II 
germ2312.001.17s,germ,2312,GERM 2312,20516,Intermediate German II 
gisc4325.001.17s,gisc,4325,GISC 4325,23778,Introduction to Remote Sensing 
gisc4382.001.17s,gisc,4382,GISC 4382,23779,Applied Geographic Information Systems 
gisc4385.001.17s,gisc,4385,GISC 4385,23849,Advanced Applications in GIS 
gisc4386.001.17s,gisc,4386,GISC 4386,23954,Global Change and Its Challenges 
gisc5322.001.17s,gisc,5322,GISC 5322,23787,GPS 
gisc5324.501.17s,gisc,5324,GISC 5324,23807,3D Data Capture and Ground Lidar 
gisc6381.501.17s,gisc,6381,GISC 6381,23744,Geographic Information Systems Fundamentals 
gisc6382.001.17s,gisc,6382,GISC 6382,23958,Applied Geographic Information Systems 
gisc6384.001.17s,gisc,6384,GISC 6384,23933,Advanced Geographic Information Systems 
gisc6385.001.17s,gisc,6385,GISC 6385,23824,"GIS Theories, Models and Issues "
gisc6388.501.17s,gisc,6388,GISC 6388,23531,Advanced GIS Programming 
gisc6389.001.17s,gisc,6389,GISC 6389,23449,Geospatial Information Sciences Master's Research 
gisc7310.001.17s,gisc,7310,GISC 7310,23740,Advanced GIS Data Analysis 
gisc7360.501.17s,gisc,7360,GISC 7360,27072,GIS Pattern Analysis 
gisc7361.001.17s,gisc,7361,GISC 7361,27073,Spatial Statistics 
gisc7365.001.17s,gisc,7365,GISC 7365,23825,Advanced Remote Sensing 
govt2305.001.17s,govt,2305,GOVT 2305,23783,American National Government 
govt2306.hn1.17s,govt,2306,GOVT 2306,23775,State and Local Government 
gst2300.001.17s,gst,2300,GST 2300,24089,Introduction to Gender Studies 
hcs6310.001.17s,hcs,6310,HCS 6310,21266,Fundamentals of Functional Brain Imaging 
hcs6313.001.17s,hcs,6313,HCS 6313,21267,Research Methods in Behavioral and Brain Sciences - Part II 
hcs6319.001.17s,hcs,6319,HCS 6319,21468,Scientific Writing 
hcs6322.501.17s,hcs,6322,HCS 6322,26767,Computational Modeling Methods for Language Understanding 
hcs6331.001.17s,hcs,6331,HCS 6331,21479,Cognitive Development 
hcs6332.001.17s,hcs,6332,HCS 6332,27258,Perception 
hcs6333.001.17s,hcs,6333,HCS 6333,21328,Memory 
hcs6338.001.17s,hcs,6338,HCS 6338,21100,Functional Neuroanatomy 
hcs6341.001.17s,hcs,6341,HCS 6341,21450,"Genes, Brain, and Behavior "
hcs6348.5h1.17s,hcs,6348,HCS 6348,26764,Neural Net Mathematics 
hcs6359.001.17s,hcs,6359,HCS 6359,21260,The Developing Child: Toddler and Preschool Years 
hcs6372.501.17s,hcs,6372,HCS 6372,21471,The Neuroscience of Pain 
hcs6395.001.17s,hcs,6395,HCS 6395,27017,Cognitive Psychology 
hcs7121.001.17s,hcs,7121,HCS 7121,27256,Graduate Seminar in Systems Neuroscience 
hcs7310.002.17s,hcs,7310,HCS 7310,27614,Advanced Research Methods 
hcs7338.001.17s,hcs,7338,HCS 7338,27680,Brain Connectivity 
hcs7343.001.17s,hcs,7343,HCS 7343,21399,Neuropharmacology 
hcs7355.001.17s,hcs,7355,HCS 7355,27625,Seminar in Psychological Sciences 
hcs7372.002.17s,hcs,7372,HCS 7372,21357,Seminar in Cognition and Neuroscience 
hcs7v71.001.17s,hcs,7v71,HCS 7v71,21459,Topics in Communication Sciences and Disorders 
hcs7v98.002.17s,hcs,7v98,HCS 7v98,21487,Directed Individual Study in Behavioral and Brain Sciences 
hcs8v50.001.17s,hcs,8v50,HCS 8v50,21358,Doctoral Readings and Research Seminar 
hdcd6315.001.17s,hdcd,6315,HDCD 6315,21269,Assessment Theory 
hdcd6316.001.17s,hdcd,6316,HDCD 6316,21242,Developmental Assessment 
hdcd6320.001.17s,hdcd,6320,HDCD 6320,21259,The Developing Child: Toddler and Preschool Years 
hdcd6335.001.17s,hdcd,6335,HDCD 6335,26825,Intervention Paradigms 
hdcd6365.001.17s,hdcd,6365,HDCD 6365,21405,Social Communication in Early Childhood Disorders 
hdcd6390.001.17s,hdcd,6390,HDCD 6390,21390,Infant Mental Health 
hist1301.002.17s,hist,1301,HIST 1301,20415,U.S. History Survey to Civil War 
hist1302.006.17s,hist,1302,HIST 1302,20195,U.S. History Survey from Civil War 
hist2301.501.17s,hist,2301,HIST 2301,20016,History of Texas 
hist2330.hn1.17s,hist,2330,HIST 2330,20495,Themes and Ideas in American History 
hist3301.501.17s,hist,3301,HIST 3301,20219,Historical Inquiry 
hist3313.001.17s,hist,3313,HIST 3313,26984,Medieval China 
hist3324.001.17s,hist,3324,HIST 3324,26985,Women in European Society 
hist3327.501.17s,hist,3327,HIST 3327,27041,Perspectives on Science 
hist3374.001.17s,hist,3374,HIST 3374,20162,American Technological Development 
hist3376.001.17s,hist,3376,HIST 3376,26986,"American Intellectual History, Colonial to the Civil War "
hist3386.501.17s,hist,3386,HIST 3386,26987,World History to 1500 
hist3390.001.17s,hist,3390,HIST 3390,27720,Twentieth Century African-American History 
hist3396.001.17s,hist,3396,HIST 3396,26988,Native Americans in the Twentieth Century 
hist4344.001.17s,hist,4344,HIST 4344,20380,Topics in European History 
hist4376.001.17s,hist,4376,HIST 4376,26989,Topics in History 
hist6310.501.17s,hist,6310,HIST 6310,27042,Early American History 
hist6325.501.17s,hist,6325,HIST 6325,20523,America in the Twentieth Century 
hist6326.501.17s,hist,6326,HIST 6326,27043,U.S. Foreign Relations 
hist6350.501.17s,hist,6350,HIST 6350,27045,Asian History 
hlth1100.001.17s,hlth,1100,HLTH 1100,24032,Career Explorations for the Health Professions 
hlth1301.0w1.17s,hlth,1301,HLTH 1301,24056,Introduction to Kinesiology 
hlth1322.0w1.17s,hlth,1322,HLTH 1322,24033,Human Nutrition 
hlth3101.0w1.17s,hlth,3101,HLTH 3101,24034,Medical Terminology 
hlth3301.001.17s,hlth,3301,HLTH 3301,24046,Issues in Geriatric Healthcare 
hlth3305.001.17s,hlth,3305,HLTH 3305,24096,The U.S. Healthcare System 
hlth3310.001.17s,hlth,3310,HLTH 3310,24057,Health Care Issues: Global Perspectives 
hlth3315.001.17s,hlth,3315,HLTH 3315,24055,Issues in Patient Education 
hlth4108.001.17s,hlth,4108,HLTH 4108,24045,Verbal Reasoning and Writing for Pre-Health 
hlth4304.001.17s,hlth,4304,HLTH 4304,24094,Health Professions Internship 
hlth4305.001.17s,hlth,4305,HLTH 4305,24140,Public Health 
hlth4380.0w1.17s,hlth,4380,HLTH 4380,24097,Special Topics in Healthcare 
hmgt3301.001.17s,hmgt,3301,HMGT 3301,25182,Introduction to Healthcare Management 
hmgt3310.501.17s,hmgt,3310,HMGT 3310,25234,Healthcare Regulatory Environment 
hmgt3311.002.17s,hmgt,3311,HMGT 3311,25221,Healthcare Accounting 
hmgt4321.501.17s,hmgt,4321,HMGT 4321,25232,Introduction to Healthcare Information Systems 
hmgt6320.501.17s,hmgt,6320,HMGT 6320,24362,The American Healthcare System 
hmgt6321.501.17s,hmgt,6321,HMGT 6321,24363,Strategic Leadership of Healthcare Organizations 
hmgt6323.0w1.17s,hmgt,6323,HMGT 6323,25185,Healthcare Informatics 
hmgt6324.001.17s,hmgt,6324,HMGT 6324,24364,Healthcare Negotiation and Dispute Resolution 
hmgt6327.001.17s,hmgt,6327,HMGT 6327,27854,Electronic Health Records Applications 
hmgt6330.0w1.17s,hmgt,6330,HMGT 6330,25223,"Healthcare Law, Policy and Regulation "
hmgt6336.501.17s,hmgt,6336,HMGT 6336,24457,Information Technology Audit and Risk Management 
hmgt6340.501.17s,hmgt,6340,HMGT 6340,25187,Principles of Hospital Administration 
hmgt6380.501.17s,hmgt,6380,HMGT 6380,24458,Internal Audit 
hmgt6382.001.17s,hmgt,6382,HMGT 6382,24459,Advanced Internal Auditing 
hmgt6v98.016.17s,hmgt,6v98,HMGT 6v98,24366,Healthcare Internship 
hons3199.hn7.17s,hons,3199,HONS 3199,27626,Collegium V Honors Readings 
huas6312.001.17s,huas,6312,HUAS 6312,27194,Art and Society 
huas6315.002.17s,huas,6315,HUAS 6315,27828,The Arts in Historical Contexts 
huas6336.051.17s,huas,6336,HUAS 6336,27048,Photography Studio/Seminar 
huas6343.001.17s,huas,6343,HUAS 6343,27191,Essential Plays 
huas6351.501.17s,huas,6351,HUAS 6351,27600,Creating Novels 
huas6352.001.17s,huas,6352,HUAS 6352,20220,Creating Television and Movie Scripts 
huas6354.502.17s,huas,6354,HUAS 6354,27445,Creating Short Fictions 
huas6355.001.17s,huas,6355,HUAS 6355,27598,Creating Nonfictions 
huas6373.001.17s,huas,6373,HUAS 6373,27049,"Studies in Film, Television, and Digital Media "
huas6390.001.17s,huas,6390,HUAS 6390,20565,Special Topics in Aesthetic and Performance Studies 
huas6391.001.17s,huas,6391,HUAS 6391,20528,Creativity: Visual Arts Workshop 
huas6393.091.17s,huas,6393,HUAS 6393,27340,Creativity: Time-Based Arts Workshop 
huas6399.501.17s,huas,6399,HUAS 6399,27443,Music in Historical Context 
huas7305.501.17s,huas,7305,HUAS 7305,27196,Advanced Topics in Art History 
huas7360.001.17s,huas,7360,HUAS 7360,20384,"Advanced Topics in Film, Television, and Digital Media "
huhi6301.001.17s,huhi,6301,HUHI 6301,27197,History of Modern Thought 
huhi6313.001.17s,huhi,6313,HUHI 6313,27198,"Thought, Culture, and Society in Europe "
huhi6320.001.17s,huhi,6320,HUHI 6320,20419,Perceptions of the Past 
huhi6346.001.17s,huhi,6346,HUHI 6346,27202,New Directions in Southern Studies 
huhi6395.001.17s,huhi,6395,HUHI 6395,20532,Topics in the History of Ideas 
huhi7314.001.17s,huhi,7314,HUHI 7314,20420,"Advanced Topics in European Thought, Culture, and Society "
huhi7315.001.17s,huhi,7315,HUHI 7315,27205,"Advanced Topics in Thought, Culture, and Society "
huhi7340.501.17s,huhi,7340,HUHI 7340,27206,New Currents in the History of Ideas 
huma1301.014.17s,huma,1301,HUMA 1301,26992,Exploration of the Humanities 
huma3351.001.17s,huma,3351,HUMA 3351,27211,Introduction to Islamic Culture 
huma6300.501.17s,huma,6300,HUMA 6300,20092,Interdisciplinary Approaches to the Arts and Humanities 
huma6320.501.17s,huma,6320,HUMA 6320,27212,French Review 
huma6321.001.17s,huma,6321,HUMA 6321,27213,Spanish Review 
husl6304.001.17s,husl,6304,HUSL 6304,20453,Studies in Literary Themes 
husl6310.001.17s,husl,6310,HUSL 6310,27736,Studies in Literary Interpretation 
husl6316.001.17s,husl,6316,HUSL 6316,27214,Critical Theory: Major Schools 
husl6318.001.17s,husl,6318,HUSL 6318,27215,Visual Culture 
husl6350.501.17s,husl,6350,HUSL 6350,27573,Literature of the Nineteenth Century 
husl6370.501.17s,husl,6370,HUSL 6370,27219,Studies in Literature and Ideas 
husl6372.501.17s,husl,6372,HUSL 6372,27220,Literature and Society 
husl6378.501.17s,husl,6378,HUSL 6378,20573,Literature and the Holocaust 
husl6380.001.17s,husl,6380,HUSL 6380,27221,The Art and Craft of Translation 
husl6384.501.17s,husl,6384,HUSL 6384,27222,Digital and Visual Rhetorics 
husl7309.501.17s,husl,7309,HUSL 7309,27223,Advanced Studies in Literary Movements 
husl7360.001.17s,husl,7360,HUSL 7360,20629,Advanced Studies in Twentieth Century Literature 
ims3310.001.17s,ims,3310,IMS 3310,24518,International Business 
ims4320.501.17s,ims,4320,IMS 4320,26975,International Marketing 
ims4330.501.17s,ims,4330,IMS 4330,24526,Global Human Resource Management 
ims4373.001.17s,ims,4373,IMS 4373,24527,Global Strategy 
ims6204.551.17s,ims,6204,IMS 6204,24530,Global Business 
ims6310.501.17s,ims,6310,IMS 6310,26896,International Marketing 
ims6314.501.17s,ims,6314,IMS 6314,24533,Global E-Business Marketing 
ims6360.501.17s,ims,6360,IMS 6360,24534,International Strategic Management 
ims6365.501.17s,ims,6365,IMS 6365,24535,Cross-Culture Communication and Management 
ims6v93.0s1.17s,ims,6v93,IMS 6v93,27572,Regional Area Studies: Asia 
ims6v98.016.17s,ims,6v98,IMS 6v98,24536,International Management Internship 
ipec3349.001.17s,ipec,3349,IPEC 3349,27004,World Resources and Development 
ipec4303.001.17s,ipec,4303,IPEC 4303,27007,Political Economy of South and Southeast Asia 
ipec4304.001.17s,ipec,4304,IPEC 4304,27565,Political Economy of Latin America 
ipec4306.001.17s,ipec,4306,IPEC 4306,27753,Economic Development: Re-Engineering Places and Performances 
ipec4377.001.17s,ipec,4377,IPEC 4377,27002,Politics of International Finance 
